step,day,hour,net_assimilation_rate,gross_photosynthesis_rate,respiration_rate,light_use_efficiency,co2_uptake_rate,cumulative_carbon_gained,daily_carbon_gained,leaf_temperature,temperature_stress_factor,light_stress_factor,step_count,last_update
461,20,4,0.0134,0.0134,0.0000,0.0001,0.0134,7.4895,0.1065,24.0000,0.0000,0.0000,922,2025-10-17T21:51:39.202180
462,20,5,0.0134,0.0134,0.0000,0.0001,0.0134,7.5162,0.1333,24.0000,0.0000,0.0000,924,2025-10-17T21:51:39.221552
463,20,6,0.0134,0.0134,0.0000,0.0001,0.0134,7.5430,0.1600,24.0000,0.0000,0.0000,926,2025-10-17T21:51:39.243198
464,20,7,0.0134,0.0134,0.0000,0.0001,0.0134,7.5698,0.1869,24.0000,0.0000,0.0000,928,2025-10-17T21:51:39.262463
465,20,8,0.0134,0.0134,0.0000,0.0001,0.0134,7.5967,0.2137,24.0000,0.0000,0.0000,930,2025-10-17T21:51:39.281934
466,20,9,0.0135,0.0135,0.0000,0.0001,0.0135,7.6236,0.2406,24.0000,0.0000,0.0000,932,2025-10-17T21:51:39.301854
467,20,10,0.0135,0.0135,0.0000,0.0001,0.0135,7.6506,0.2676,24.0000,0.0000,0.0000,934,2025-10-17T21:51:39.321159
468,20,11,0.0135,0.0135,0.0000,0.0001,0.0135,7.6776,0.2946,24.0000,0.0000,0.0000,936,2025-10-17T21:51:39.340660
469,20,12,0.0135,0.0135,0.0000,0.0001,0.0135,7.7046,0.3217,24.0000,0.0000,0.0000,938,2025-10-17T21:51:39.360141
470,20,13,0.0136,0.0136,0.0000,0.0001,0.0136,7.7317,0.3487,24.0000,0.0000,0.0000,940,2025-10-17T21:51:39.379480
471,20,14,0.0136,0.0136,0.0000,0.0001,0.0136,7.7588,0.3759,24.0000,0.0000,0.0000,942,2025-10-17T21:51:39.399461
472,20,15,0.0136,0.0136,0.0000,0.0001,0.0136,7.7860,0.4030,24.0000,0.0000,0.0000,944,2025-10-17T21:51:39.419085
473,20,16,0.0136,0.0136,0.0000,0.0001,0.0136,7.8132,0.4302,24.0000,0.0000,0.0000,946,2025-10-17T21:51:39.438322
474,20,17,0.0136,0.0136,0.0000,0.0001,0.0136,7.8404,0.4575,24.0000,0.0000,0.0000,948,2025-10-17T21:51:39.458359
475,20,18,0.0137,0.0137,0.0000,0.0001,0.0137,7.8677,0.4847,24.0000,0.0000,0.0000,950,2025-10-17T21:51:39.478512
476,20,19,0.0137,0.0137,0.0000,0.0001,0.0137,7.8951,0.5121,24.0000,0.0000,0.0000,952,2025-10-17T21:51:39.498548
477,20,20,0.0137,0.0137,0.0000,0.0001,0.0137,7.9224,0.5395,24.0000,0.0000,0.0000,954,2025-10-17T21:51:39.518197
478,20,21,0.0137,0.0137,0.0000,0.0001,0.0137,7.9498,0.5669,24.0000,0.0000,0.0000,956,2025-10-17T21:51:39.538147
479,20,22,0.0137,0.0137,0.0000,0.0001,0.0137,7.9773,0.5943,24.0000,0.0000,0.0000,958,2025-10-17T21:51:39.558157
480,20,23,0.0138,0.0138,0.0000,0.0001,0.0138,8.0048,0.6218,24.0000,0.0000,0.0000,960,2025-10-17T21:51:39.577173
481,21,0,0.0141,0.0141,0.0000,0.0001,0.0141,8.0329,0.0000,23.2000,0.0000,0.0000,962,2025-10-17T21:51:39.597306
482,21,1,0.0141,0.0141,0.0000,0.0001,0.0141,8.0610,0.0281,23.2000,0.0000,0.0000,964,2025-10-17T21:51:39.616802
483,21,2,0.0141,0.0141,0.0000,0.0001,0.0141,8.0892,0.0563,23.2000,0.0000,0.0000,966,2025-10-17T21:51:39.636128
484,21,3,0.0141,0.0141,0.0000,0.0001,0.0141,8.1174,0.0845,23.2000,0.0000,0.0000,968,2025-10-17T21:51:39.655407
485,21,4,0.0141,0.0141,0.0000,0.0001,0.0141,8.1456,0.1127,23.2000,0.0000,0.0000,970,2025-10-17T21:51:39.674961
486,21,5,0.0142,0.0142,0.0000,0.0001,0.0142,8.1739,0.1410,23.2000,0.0000,0.0000,972,2025-10-17T21:51:39.694172
487,21,6,0.0142,0.0142,0.0000,0.0001,0.0142,8.2022,0.1693,23.2000,0.0000,0.0000,974,2025-10-17T21:51:39.713570
488,21,7,0.0142,0.0142,0.0000,0.0001,0.0142,8.2306,0.1977,23.2000,0.0000,0.0000,976,2025-10-17T21:51:39.733667
489,21,8,0.0142,0.0142,0.0000,0.0001,0.0142,8.2590,0.2261,23.2000,0.0000,0.0000,978,2025-10-17T21:51:39.753839
490,21,9,0.0142,0.0142,0.0000,0.0001,0.0142,8.2874,0.2545,23.2000,0.0000,0.0000,980,2025-10-17T21:51:39.773980
491,21,10,0.0142,0.0142,0.0000,0.0001,0.0142,8.3159,0.2830,23.2000,0.0000,0.0000,982,2025-10-17T21:51:39.793766
492,21,11,0.0143,0.0143,0.0000,0.0001,0.0143,8.3444,0.3115,23.2000,0.0000,0.0000,984,2025-10-17T21:51:39.813173
493,21,12,0.0143,0.0143,0.0000,0.0001,0.0143,8.3729,0.3400,23.2000,0.0000,0.0000,986,2025-10-17T21:51:39.832966
494,21,13,0.0143,0.0143,0.0000,0.0001,0.0143,8.4015,0.3686,23.2000,0.0000,0.0000,988,2025-10-17T21:51:39.853084
495,21,14,0.0143,0.0143,0.0000,0.0001,0.0143,8.4301,0.3973,23.2000,0.0000,0.0000,990,2025-10-17T21:51:39.872687
496,21,15,0.0144,0.0144,0.0000,0.0001,0.0144,8.4588,0.4260,23.2000,0.0000,0.0000,992,2025-10-17T21:51:39.892381
497,21,16,0.0144,0.0144,0.0000,0.0001,0.0144,8.4876,0.4547,23.2000,0.0000,0.0000,994,2025-10-17T21:51:39.911973
498,21,17,0.0145,0.0145,0.0000,0.0001,0.0145,8.5165,0.4836,23.2000,0.0000,0.0000,996,2025-10-17T21:51:39.932417
499,21,18,0.0145,0.0145,0.0000,0.0001,0.0145,8.5454,0.5126,23.2000,0.0000,0.0000,998,2025-10-17T21:51:39.952007
500,21,19,0.0145,0.0145,0.0000,0.0001,0.0145,8.5745,0.5416,23.2000,0.0000,0.0000,1000,2025-10-17T21:51:39.971650
501,21,20,0.0146,0.0146,0.0000,0.0001,0.0146,8.6036,0.5707,23.2000,0.0000,0.0000,1002,2025-10-17T21:51:39.991159
502,21,21,0.0146,0.0146,0.0000,0.0001,0.0146,8.6327,0.5999,23.2000,0.0000,0.0000,1004,2025-10-17T21:51:40.011155
503,21,22,0.0147,0.0147,0.0000,0.0001,0.0147,8.6620,0.6291,23.2000,0.0000,0.0000,1006,2025-10-17T21:51:40.029967
504,21,23,0.0147,0.0147,0.0000,0.0001,0.0147,8.6914,0.6585,23.2000,0.0000,0.0000,1008,2025-10-17T21:51:40.048984
505,22,0,0.0139,0.0139,0.0000,0.0002,0.0139,8.7192,0.0000,24.7000,0.0636,0.0000,1010,2025-10-17T21:51:40.068450
506,22,1,0.0140,0.0140,0.0000,0.0002,0.0140,8.7471,0.0279,24.7000,0.0636,0.0000,1012,2025-10-17T21:51:40.087498
507,22,2,0.0140,0.0140,0.0000,0.0002,0.0140,8.7750,0.0558,24.7000,0.0636,0.0000,1014,2025-10-17T21:51:40.106620
508,22,3,0.0140,0.0140,0.0000,0.0002,0.0140,8.8030,0.0839,24.7000,0.0636,0.0000,1016,2025-10-17T21:51:40.125675
509,22,4,0.0140,0.0140,0.0000,0.0002,0.0140,8.8311,0.1119,24.7000,0.0636,0.0000,1018,2025-10-17T21:51:40.144398
510,22,5,0.0141,0.0141,0.0000,0.0002,0.0141,8.8592,0.1400,24.7000,0.0636,0.0000,1020,2025-10-17T21:51:40.163622
511,22,6,0.0141,0.0141,0.0000,0.0002,0.0141,8.8874,0.1682,24.7000,0.0636,0.0000,1022,2025-10-17T21:51:40.182501
512,22,7,0.0141,0.0141,0.0000,0.0002,0.0141,8.9155,0.1964,24.7000,0.0636,0.0000,1024,2025-10-17T21:51:40.201381
513,22,8,0.0141,0.0141,0.0000,0.0002,0.0141,8.9438,0.2246,24.7000,0.0636,0.0000,1026,2025-10-17T21:51:40.220281
514,22,9,0.0141,0.0141,0.0000,0.0002,0.0141,8.9720,0.2528,24.7000,0.0636,0.0000,1028,2025-10-17T21:51:40.239139
515,22,10,0.0142,0.0142,0.0000,0.0002,0.0142,9.0003,0.2811,24.7000,0.0636,0.0000,1030,2025-10-17T21:51:40.257773
516,22,11,0.0142,0.0142,0.0000,0.0002,0.0142,9.0287,0.3095,24.7000,0.0636,0.0000,1032,2025-10-17T21:51:40.276487
517,22,12,0.0142,0.0142,0.0000,0.0002,0.0142,9.0571,0.3379,24.7000,0.0636,0.0000,1034,2025-10-17T21:51:40.294997
518,22,13,0.0142,0.0142,0.0000,0.0002,0.0142,9.0855,0.3663,24.7000,0.0636,0.0000,1036,2025-10-17T21:51:40.313560
519,22,14,0.0142,0.0142,0.0000,0.0002,0.0142,9.1139,0.3947,24.7000,0.0636,0.0000,1038,2025-10-17T21:51:40.332327
520,22,15,0.0143,0.0143,0.0000,0.0002,0.0143,9.1424,0.4232,24.7000,0.0636,0.0000,1040,2025-10-17T21:51:40.350852
521,22,16,0.0143,0.0143,0.0000,0.0002,0.0143,9.1710,0.4518,24.7000,0.0636,0.0000,1042,2025-10-17T21:51:40.369544
522,22,17,0.0143,0.0143,0.0000,0.0002,0.0143,9.1995,0.4804,24.7000,0.0636,0.0000,1044,2025-10-17T21:51:40.388031
523,22,18,0.0143,0.0143,0.0000,0.0002,0.0143,9.2281,0.5090,24.7000,0.0636,0.0000,1046,2025-10-17T21:51:40.406725
524,22,19,0.0143,0.0143,0.0000,0.0002,0.0143,9.2568,0.5376,24.7000,0.0636,0.0000,1048,2025-10-17T21:51:40.425214
525,22,20,0.0144,0.0144,0.0000,0.0002,0.0144,9.2855,0.5663,24.7000,0.0636,0.0000,1050,2025-10-17T21:51:40.443676
526,22,21,0.0144,0.0144,0.0000,0.0002,0.0144,9.3142,0.5950,24.7000,0.0636,0.0000,1052,2025-10-17T21:51:40.461983
527,22,22,0.0144,0.0144,0.0000,0.0002,0.0144,9.3430,0.6238,24.7000,0.0636,0.0000,1054,2025-10-17T21:51:40.480577
528,22,23,0.0144,0.0144,0.0000,0.0002,0.0144,9.3718,0.6526,24.7000,0.0636,0.0000,1056,2025-10-17T21:51:40.499666
529,23,0,0.0149,0.0149,0.0000,0.0001,0.0149,9.4016,0.0000,23.6000,0.0000,0.0000,1058,2025-10-17T21:51:40.518309
530,23,1,0.0149,0.0149,0.0000,0.0001,0.0149,9.4315,0.0299,23.6000,0.0000,0.0000,1060,2025-10-17T21:51:40.536645
531,23,2,0.0150,0.0150,0.0000,0.0001,0.0150,9.4614,0.0598,23.6000,0.0000,0.0000,1062,2025-10-17T21:51:40.554954
532,23,3,0.0150,0.0150,0.0000,0.0001,0.0150,9.4914,0.0897,23.6000,0.0000,0.0000,1064,2025-10-17T21:51:40.573552
533,23,4,0.0150,0.0150,0.0000,0.0001,0.0150,9.5214,0.1198,23.6000,0.0000,0.0000,1066,2025-10-17T21:51:40.592081
534,23,5,0.0150,0.0150,0.0000,0.0001,0.0150,9.5514,0.1498,23.6000,0.0000,0.0000,1068,2025-10-17T21:51:40.611138
535,23,6,0.0151,0.0151,0.0000,0.0001,0.0151,9.5815,0.1799,23.6000,0.0000,0.0000,1070,2025-10-17T21:51:40.629937
536,23,7,0.0151,0.0151,0.0000,0.0001,0.0151,9.6116,0.2100,23.6000,0.0000,0.0000,1072,2025-10-17T21:51:40.648604
537,23,8,0.0151,0.0151,0.0000,0.0001,0.0151,9.6418,0.2402,23.6000,0.0000,0.0000,1074,2025-10-17T21:51:40.667212
538,23,9,0.0151,0.0151,0.0000,0.0001,0.0151,9.6720,0.2704,23.6000,0.0000,0.0000,1076,2025-10-17T21:51:40.685570
539,23,10,0.0151,0.0151,0.0000,0.0001,0.0151,9.7022,0.3006,23.6000,0.0000,0.0000,1078,2025-10-17T21:51:40.704498
540,23,11,0.0151,0.0151,0.0000,0.0001,0.0151,9.7325,0.3309,23.6000,0.0000,0.0000,1080,2025-10-17T21:51:40.723312
541,23,12,0.0152,0.0152,0.0000,0.0001,0.0152,9.7628,0.3612,23.6000,0.0000,0.0000,1082,2025-10-17T21:51:40.741996
542,23,13,0.0152,0.0152,0.0000,0.0001,0.0152,9.7931,0.3915,23.6000,0.0000,0.0000,1084,2025-10-17T21:51:40.760731
543,23,14,0.0152,0.0152,0.0000,0.0001,0.0152,9.8235,0.4219,23.6000,0.0000,0.0000,1086,2025-10-17T21:51:40.779961
544,23,15,0.0152,0.0152,0.0000,0.0001,0.0152,9.8539,0.4522,23.6000,0.0000,0.0000,1088,2025-10-17T21:51:40.798929
545,23,16,0.0152,0.0152,0.0000,0.0001,0.0152,9.8843,0.4827,23.6000,0.0000,0.0000,1090,2025-10-17T21:51:40.818366
546,23,17,0.0152,0.0152,0.0000,0.0001,0.0152,9.9148,0.5132,23.6000,0.0000,0.0000,1092,2025-10-17T21:51:40.837951
547,23,18,0.0152,0.0152,0.0000,0.0001,0.0152,9.9453,0.5437,23.6000,0.0000,0.0000,1094,2025-10-17T21:51:40.857774
548,23,19,0.0153,0.0153,0.0000,0.0001,0.0153,9.9758,0.5742,23.6000,0.0000,0.0000,1096,2025-10-17T21:51:40.877602
549,23,20,0.0153,0.0153,0.0000,0.0001,0.0153,10.0065,0.6049,23.6000,0.0000,0.0000,1098,2025-10-17T21:51:40.897099
550,23,21,0.0154,0.0154,0.0000,0.0001,0.0154,10.0372,0.6356,23.6000,0.0000,0.0000,1100,2025-10-17T21:51:40.916886
551,23,22,0.0154,0.0154,0.0000,0.0001,0.0154,10.0680,0.6664,23.6000,0.0000,0.0000,1102,2025-10-17T21:51:40.936624
552,23,23,0.0155,0.0155,0.0000,0.0001,0.0155,10.0989,0.6972,23.6000,0.0000,0.0000,1104,2025-10-17T21:51:40.956810
553,24,0,0.0155,0.0155,0.0000,0.0001,0.0155,10.1297,0.0000,23.6000,0.0000,0.0000,1106,2025-10-17T21:51:40.976360
554,24,1,0.0155,0.0155,0.0000,0.0001,0.0155,10.1607,0.0309,23.6000,0.0000,0.0000,1108,2025-10-17T21:51:40.995655
555,24,2,0.0155,0.0155,0.0000,0.0001,0.0155,10.1917,0.0620,23.6000,0.0000,0.0000,1110,2025-10-17T21:51:41.015242
556,24,3,0.0155,0.0155,0.0000,0.0001,0.0155,10.2228,0.0930,23.6000,0.0000,0.0000,1112,2025-10-17T21:51:41.034309
557,24,4,0.0156,0.0156,0.0000,0.0001,0.0156,10.2539,0.1242,23.6000,0.0000,0.0000,1114,2025-10-17T21:51:41.053281
558,24,5,0.0156,0.0156,0.0000,0.0001,0.0156,10.2852,0.1554,23.6000,0.0000,0.0000,1116,2025-10-17T21:51:41.072307
559,24,6,0.0157,0.0157,0.0000,0.0001,0.0157,10.3165,0.1867,23.6000,0.0000,0.0000,1118,2025-10-17T21:51:41.091612
560,24,7,0.0157,0.0157,0.0000,0.0001,0.0157,10.3479,0.2181,23.6000,0.0000,0.0000,1120,2025-10-17T21:51:41.110799
561,24,8,0.0157,0.0157,0.0000,0.0001,0.0157,10.3793,0.2496,23.6000,0.0000,0.0000,1122,2025-10-17T21:51:41.129828
562,24,9,0.0158,0.0158,0.0000,0.0001,0.0158,10.4108,0.2811,23.6000,0.0000,0.0000,1124,2025-10-17T21:51:41.149572
563,24,10,0.0158,0.0158,0.0000,0.0001,0.0158,10.4424,0.3126,23.6000,0.0000,0.0000,1126,2025-10-17T21:51:41.169415
564,24,11,0.0158,0.0158,0.0000,0.0001,0.0158,10.4740,0.3442,23.6000,0.0000,0.0000,1128,2025-10-17T21:51:41.188749
565,24,12,0.0158,0.0158,0.0000,0.0001,0.0158,10.5056,0.3759,23.6000,0.0000,0.0000,1130,2025-10-17T21:51:41.208168
566,24,13,0.0158,0.0158,0.0000,0.0001,0.0158,10.5373,0.4075,23.6000,0.0000,0.0000,1132,2025-10-17T21:51:41.227267
567,24,14,0.0159,0.0159,0.0000,0.0001,0.0159,10.5690,0.4392,23.6000,0.0000,0.0000,1134,2025-10-17T21:51:41.246225
568,24,15,0.0159,0.0159,0.0000,0.0001,0.0159,10.6007,0.4710,23.6000,0.0000,0.0000,1136,2025-10-17T21:51:41.265750
569,24,16,0.0159,0.0159,0.0000,0.0001,0.0159,10.6325,0.5028,23.6000,0.0000,0.0000,1138,2025-10-17T21:51:41.285599
570,24,17,0.0159,0.0159,0.0000,0.0001,0.0159,10.6643,0.5346,23.6000,0.0000,0.0000,1140,2025-10-17T21:51:41.305051
571,24,18,0.0159,0.0159,0.0000,0.0001,0.0159,10.6962,0.5664,23.6000,0.0000,0.0000,1142,2025-10-17T21:51:41.324453
572,24,19,0.0159,0.0159,0.0000,0.0001,0.0159,10.7281,0.5983,23.6000,0.0000,0.0000,1144,2025-10-17T21:51:41.343612
573,24,20,0.0160,0.0160,0.0000,0.0001,0.0160,10.7600,0.6303,23.6000,0.0000,0.0000,1146,2025-10-17T21:51:41.362621
574,24,21,0.0160,0.0160,0.0000,0.0001,0.0160,10.7920,0.6623,23.6000,0.0000,0.0000,1148,2025-10-17T21:51:41.381669
575,24,22,0.0160,0.0160,0.0000,0.0001,0.0160,10.8240,0.6943,23.6000,0.0000,0.0000,1150,2025-10-17T21:51:41.400475
576,24,23,0.0160,0.0160,0.0000,0.0001,0.0160,10.8561,0.7263,23.6000,0.0000,0.0000,1152,2025-10-17T21:51:41.419474
577,25,0,0.0159,0.0159,0.0000,0.0001,0.0159,10.8879,0.0000,24.2000,0.0182,0.0000,1154,2025-10-17T21:51:41.438827
578,25,1,0.0159,0.0159,0.0000,0.0001,0.0159,10.9198,0.0319,24.2000,0.0182,0.0000,1156,2025-10-17T21:51:41.457652
579,25,2,0.0160,0.0160,0.0000,0.0001,0.0160,10.9517,0.0638,24.2000,0.0182,0.0000,1158,2025-10-17T21:51:41.476284
580,25,3,0.0160,0.0160,0.0000,0.0001,0.0160,10.9837,0.0958,24.2000,0.0182,0.0000,1160,2025-10-17T21:51:41.495211
581,25,4,0.0160,0.0160,0.0000,0.0001,0.0160,11.0157,0.1277,24.2000,0.0182,0.0000,1162,2025-10-17T21:51:41.514250
582,25,5,0.0160,0.0160,0.0000,0.0001,0.0160,11.0477,0.1598,24.2000,0.0182,0.0000,1164,2025-10-17T21:51:41.533435
583,25,6,0.0160,0.0160,0.0000,0.0001,0.0160,11.0798,0.1919,24.2000,0.0182,0.0000,1166,2025-10-17T21:51:41.552420
584,25,7,0.0161,0.0161,0.0000,0.0001,0.0161,11.1119,0.2240,24.2000,0.0182,0.0000,1168,2025-10-17T21:51:41.571739
585,25,8,0.0161,0.0161,0.0000,0.0001,0.0161,11.1440,0.2561,24.2000,0.0182,0.0000,1170,2025-10-17T21:51:41.591300
586,25,9,0.0161,0.0161,0.0000,0.0001,0.0161,11.1762,0.2883,24.2000,0.0182,0.0000,1172,2025-10-17T21:51:41.611091
587,25,10,0.0161,0.0161,0.0000,0.0001,0.0161,11.2084,0.3205,24.2000,0.0182,0.0000,1174,2025-10-17T21:51:41.631722
588,25,11,0.0161,0.0161,0.0000,0.0001,0.0161,11.2407,0.3528,24.2000,0.0182,0.0000,1176,2025-10-17T21:51:41.650997
589,25,12,0.0162,0.0162,0.0000,0.0001,0.0162,11.2730,0.3851,24.2000,0.0182,0.0000,1178,2025-10-17T21:51:41.670499
590,25,13,0.0162,0.0162,0.0000,0.0001,0.0162,11.3053,0.4174,24.2000,0.0182,0.0000,1180,2025-10-17T21:51:41.689726
591,25,14,0.0162,0.0162,0.0000,0.0001,0.0162,11.3377,0.4497,24.2000,0.0182,0.0000,1182,2025-10-17T21:51:41.709070
592,25,15,0.0162,0.0162,0.0000,0.0001,0.0162,11.3701,0.4821,24.2000,0.0182,0.0000,1184,2025-10-17T21:51:41.728449
593,25,16,0.0162,0.0162,0.0000,0.0001,0.0162,11.4025,0.5146,24.2000,0.0182,0.0000,1186,2025-10-17T21:51:41.747713
594,25,17,0.0162,0.0162,0.0000,0.0001,0.0162,11.4349,0.5470,24.2000,0.0182,0.0000,1188,2025-10-17T21:51:41.766789
595,25,18,0.0163,0.0163,0.0000,0.0001,0.0163,11.4674,0.5795,24.2000,0.0182,0.0000,1190,2025-10-17T21:51:41.785897
596,25,19,0.0163,0.0163,0.0000,0.0001,0.0163,11.4999,0.6120,24.2000,0.0182,0.0000,1192,2025-10-17T21:51:41.805262
597,25,20,0.0163,0.0163,0.0000,0.0001,0.0163,11.5325,0.6446,24.2000,0.0182,0.0000,1194,2025-10-17T21:51:41.824382
598,25,21,0.0163,0.0163,0.0000,0.0001,0.0163,11.5651,0.6772,24.2000,0.0182,0.0000,1196,2025-10-17T21:51:41.843613
599,25,22,0.0163,0.0163,0.0000,0.0001,0.0163,11.5977,0.7098,24.2000,0.0182,0.0000,1198,2025-10-17T21:51:41.862931
600,25,23,0.0164,0.0164,0.0000,0.0001,0.0164,11.6304,0.7425,24.2000,0.0182,0.0000,1200,2025-10-17T21:51:41.882765
601,26,0,0.0168,0.0168,0.0000,0.0002,0.0168,11.6640,0.0000,21.5000,0.0000,0.0000,1202,2025-10-17T21:51:41.903400
602,26,1,0.0169,0.0169,0.0000,0.0002,0.0169,11.6977,0.0337,21.5000,0.0000,0.0000,1204,2025-10-17T21:51:41.923135
603,26,2,0.0169,0.0169,0.0000,0.0002,0.0169,11.7314,0.0674,21.5000,0.0000,0.0000,1206,2025-10-17T21:51:41.942686
604,26,3,0.0169,0.0169,0.0000,0.0002,0.0169,11.7652,0.1012,21.5000,0.0000,0.0000,1208,2025-10-17T21:51:41.961743
605,26,4,0.0170,0.0170,0.0000,0.0002,0.0170,11.7991,0.1351,21.5000,0.0000,0.0000,1210,2025-10-17T21:51:41.981480
606,26,5,0.0170,0.0170,0.0000,0.0002,0.0170,11.8330,0.1690,21.5000,0.0000,0.0000,1212,2025-10-17T21:51:42.000844
607,26,6,0.0170,0.0170,0.0000,0.0002,0.0170,11.8670,0.2030,21.5000,0.0000,0.0000,1214,2025-10-17T21:51:42.020408
608,26,7,0.0171,0.0171,0.0000,0.0002,0.0171,11.9011,0.2370,21.5000,0.0000,0.0000,1216,2025-10-17T21:51:42.039705
609,26,8,0.0171,0.0171,0.0000,0.0002,0.0171,11.9352,0.2712,21.5000,0.0000,0.0000,1218,2025-10-17T21:51:42.059178
610,26,9,0.0171,0.0171,0.0000,0.0002,0.0171,11.9694,0.3054,21.5000,0.0000,0.0000,1220,2025-10-17T21:51:42.078717
611,26,10,0.0172,0.0172,0.0000,0.0002,0.0172,12.0037,0.3397,21.5000,0.0000,0.0000,1222,2025-10-17T21:51:42.098076
612,26,11,0.0172,0.0172,0.0000,0.0002,0.0172,12.0380,0.3740,21.5000,0.0000,0.0000,1224,2025-10-17T21:51:42.117238
613,26,12,0.0172,0.0172,0.0000,0.0002,0.0172,12.0724,0.4084,21.5000,0.0000,0.0000,1226,2025-10-17T21:51:42.136717
614,26,13,0.0173,0.0173,0.0000,0.0002,0.0173,12.1069,0.4429,21.5000,0.0000,0.0000,1228,2025-10-17T21:51:42.156705
615,26,14,0.0173,0.0173,0.0000,0.0002,0.0173,12.1414,0.4774,21.5000,0.0000,0.0000,1230,2025-10-17T21:51:42.176186
616,26,15,0.0173,0.0173,0.0000,0.0002,0.0173,12.1760,0.5120,21.5000,0.0000,0.0000,1232,2025-10-17T21:51:42.195475
617,26,16,0.0173,0.0173,0.0000,0.0002,0.0173,12.2106,0.5466,21.5000,0.0000,0.0000,1234,2025-10-17T21:51:42.214837
618,26,17,0.0173,0.0173,0.0000,0.0002,0.0173,12.2452,0.5812,21.5000,0.0000,0.0000,1236,2025-10-17T21:51:42.234245
619,26,18,0.0173,0.0173,0.0000,0.0002,0.0173,12.2799,0.6159,21.5000,0.0000,0.0000,1238,2025-10-17T21:51:42.253402
620,26,19,0.0174,0.0174,0.0000,0.0002,0.0174,12.3146,0.6506,21.5000,0.0000,0.0000,1240,2025-10-17T21:51:42.272534
621,26,20,0.0174,0.0174,0.0000,0.0002,0.0174,12.3494,0.6854,21.5000,0.0000,0.0000,1242,2025-10-17T21:51:42.291932
622,26,21,0.0174,0.0174,0.0000,0.0002,0.0174,12.3842,0.7201,21.5000,0.0000,0.0000,1244,2025-10-17T21:51:42.311529
623,26,22,0.0174,0.0174,0.0000,0.0002,0.0174,12.4190,0.7550,21.5000,0.0000,0.0000,1246,2025-10-17T21:51:42.331675
624,26,23,0.0174,0.0174,0.0000,0.0002,0.0174,12.4538,0.7898,21.5000,0.0000,0.0000,1248,2025-10-17T21:51:42.350957
625,27,0,0.0166,0.0166,0.0000,0.0001,0.0166,12.4869,0.0000,24.8000,0.0727,0.0000,1250,2025-10-17T21:51:42.371244
626,27,1,0.0166,0.0166,0.0000,0.0001,0.0166,12.5200,0.0331,24.8000,0.0727,0.0000,1252,2025-10-17T21:51:42.391181
627,27,2,0.0166,0.0166,0.0000,0.0001,0.0166,12.5532,0.0663,24.8000,0.0727,0.0000,1254,2025-10-17T21:51:42.411282
628,27,3,0.0166,0.0166,0.0000,0.0001,0.0166,12.5864,0.0995,24.8000,0.0727,0.0000,1256,2025-10-17T21:51:42.430966
629,27,4,0.0166,0.0166,0.0000,0.0001,0.0166,12.6196,0.1327,24.8000,0.0727,0.0000,1258,2025-10-17T21:51:42.450389
630,27,5,0.0166,0.0166,0.0000,0.0001,0.0166,12.6528,0.1659,24.8000,0.0727,0.0000,1260,2025-10-17T21:51:42.470491
631,27,6,0.0166,0.0166,0.0000,0.0001,0.0166,12.6861,0.1992,24.8000,0.0727,0.0000,1262,2025-10-17T21:51:42.490147
632,27,7,0.0167,0.0167,0.0000,0.0001,0.0167,12.7194,0.2325,24.8000,0.0727,0.0000,1264,2025-10-17T21:51:42.509920
633,27,8,0.0167,0.0167,0.0000,0.0001,0.0167,12.7528,0.2659,24.8000,0.0727,0.0000,1266,2025-10-17T21:51:42.530046
634,27,9,0.0167,0.0167,0.0000,0.0001,0.0167,12.7862,0.2993,24.8000,0.0727,0.0000,1268,2025-10-17T21:51:42.549631
635,27,10,0.0167,0.0167,0.0000,0.0001,0.0167,12.8196,0.3327,24.8000,0.0727,0.0000,1270,2025-10-17T21:51:42.568850
636,27,11,0.0167,0.0167,0.0000,0.0001,0.0167,12.8530,0.3661,24.8000,0.0727,0.0000,1272,2025-10-17T21:51:42.588668
637,27,12,0.0168,0.0168,0.0000,0.0001,0.0168,12.8865,0.3996,24.8000,0.0727,0.0000,1274,2025-10-17T21:51:42.608571
638,27,13,0.0168,0.0168,0.0000,0.0001,0.0168,12.9200,0.4331,24.8000,0.0727,0.0000,1276,2025-10-17T21:51:42.628646
639,27,14,0.0168,0.0168,0.0000,0.0001,0.0168,12.9536,0.4667,24.8000,0.0727,0.0000,1278,2025-10-17T21:51:42.648764
640,27,15,0.0168,0.0168,0.0000,0.0001,0.0168,12.9872,0.5003,24.8000,0.0727,0.0000,1280,2025-10-17T21:51:42.668817
641,27,16,0.0168,0.0168,0.0000,0.0001,0.0168,13.0208,0.5339,24.8000,0.0727,0.0000,1282,2025-10-17T21:51:42.688442
642,27,17,0.0168,0.0168,0.0000,0.0001,0.0168,13.0544,0.5675,24.8000,0.0727,0.0000,1284,2025-10-17T21:51:42.708022
643,27,18,0.0169,0.0169,0.0000,0.0001,0.0169,13.0881,0.6012,24.8000,0.0727,0.0000,1286,2025-10-17T21:51:42.727227
644,27,19,0.0169,0.0169,0.0000,0.0001,0.0169,13.1218,0.6349,24.8000,0.0727,0.0000,1288,2025-10-17T21:51:42.747760
645,27,20,0.0169,0.0169,0.0000,0.0001,0.0169,13.1556,0.6687,24.8000,0.0727,0.0000,1290,2025-10-17T21:51:42.768355
